category,image_id,q_id,q_type,question,ground_truth,model,full_response,extracted_ans,correct,response_time
negation_bias,b1d10d08-c35503b8.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d10d08-c35503b8.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d10d08-c35503b8.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1d10d08-c35503b8.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.57
negation_bias,b1d10d08-c35503b8.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d10d08-da110fcb.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d10d08-da110fcb.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d10d08-da110fcb.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d10d08-da110fcb.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1d10d08-da110fcb.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.57
negation_bias,b1d10d08-da110fcb.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d22449-15fb948f.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d22449-15fb948f.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d22449-15fb948f.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No,no,True,0.57
negation_bias,b1d22449-15fb948f.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.56
negation_bias,b1d22449-15fb948f.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.57
negation_bias,b1d22449-15fb948f.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d22ed6-f1cac061.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d22ed6-f1cac061.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d22ed6-f1cac061.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No,no,True,0.57
negation_bias,b1d22ed6-f1cac061.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1d22ed6-f1cac061.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.57
negation_bias,b1d22ed6-f1cac061.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d3907b-2278601b.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No,no,True,0.57
negation_bias,b1d3907b-2278601b.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d3907b-2278601b.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No,no,True,0.57
negation_bias,b1d3907b-2278601b.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,No,no,True,0.57
negation_bias,b1d3907b-2278601b.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.57
negation_bias,b1d3907b-2278601b.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-60aab822.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-60aab822.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d4b62c-60aab822.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No,no,True,0.57
negation_bias,b1d4b62c-60aab822.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1d4b62c-60aab822.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.56
negation_bias,b1d4b62c-60aab822.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d4b62c-89eeb5d3.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-89eeb5d3.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-89eeb5d3.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No,no,True,0.57
negation_bias,b1d4b62c-89eeb5d3.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-89eeb5d3.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.57
negation_bias,b1d4b62c-89eeb5d3.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-d9805029.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-d9805029.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d4b62c-d9805029.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d4b62c-d9805029.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1d4b62c-d9805029.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1d4b62c-d9805029.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.6
negation_bias,b1d8735d-eee9f184.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d8735d-eee9f184.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1d8735d-eee9f184.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d8735d-eee9f184.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1d8735d-eee9f184.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.57
negation_bias,b1d8735d-eee9f184.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d968b9-563405f4.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d968b9-563405f4.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d968b9-563405f4.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d968b9-563405f4.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,No,no,True,0.57
negation_bias,b1d968b9-563405f4.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.56
negation_bias,b1d968b9-563405f4.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,No.,no,True,0.61
negation_bias,b1d968b9-ce42734f.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.63
negation_bias,b1d968b9-ce42734f.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.64
negation_bias,b1d968b9-ce42734f.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.65
negation_bias,b1d968b9-ce42734f.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.6
negation_bias,b1d968b9-ce42734f.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.61
negation_bias,b1d968b9-ce42734f.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.66
negation_bias,b1d9e136-6c94ea3f.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.66
negation_bias,b1d9e136-6c94ea3f.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.66
negation_bias,b1d9e136-6c94ea3f.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.62
negation_bias,b1d9e136-6c94ea3f.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,No,no,True,0.6
negation_bias,b1d9e136-6c94ea3f.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.6
negation_bias,b1d9e136-6c94ea3f.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,No.,no,True,0.66
negation_bias,b1db7e22-cfa74dc3.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.66
negation_bias,b1db7e22-cfa74dc3.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.62
negation_bias,b1db7e22-cfa74dc3.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No,no,True,0.57
negation_bias,b1db7e22-cfa74dc3.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1db7e22-cfa74dc3.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1db7e22-cfa74dc3.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1dce572-c6a8cb5e.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.61
negation_bias,b1dce572-c6a8cb5e.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1dce572-c6a8cb5e.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.63
negation_bias,b1dce572-c6a8cb5e.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.58
negation_bias,b1dce572-c6a8cb5e.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.59
negation_bias,b1dce572-c6a8cb5e.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.63
negation_bias,b1dd58c1-8b546ba7.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No.,no,True,0.62
negation_bias,b1dd58c1-8b546ba7.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.61
negation_bias,b1dd58c1-8b546ba7.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No.,no,True,0.61
negation_bias,b1dd58c1-8b546ba7.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1dd58c1-8b546ba7.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,No,no,True,0.58
negation_bias,b1dd58c1-8b546ba7.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,No.,no,True,0.63
negation_bias,b1e0c01d-dd9e6e2f.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,Yes.,yes,False,0.64
negation_bias,b1e0c01d-dd9e6e2f.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,Yes.,yes,False,0.63
negation_bias,b1e0c01d-dd9e6e2f.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,Yes.,yes,False,0.63
negation_bias,b1e0c01d-dd9e6e2f.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,Yes,yes,False,0.58
negation_bias,b1e0c01d-dd9e6e2f.jpg,NB_TL_05,yes/no,Is the intersection being managed without any lights?,no,llava_ov,Yes,yes,False,0.57
negation_bias,b1e0c01d-dd9e6e2f.jpg,NB_TL_06,yes/no,Would a driver need to proceed without signal guidance here?,no,llava_ov,Yes.,yes,False,0.61
negation_bias,b1e1a7b8-65ec7612.jpg,NB_TL_01,yes/no,Is a traffic signal absent from this scene?,no,llava_ov,No,no,True,0.57
negation_bias,b1e1a7b8-65ec7612.jpg,NB_TL_02,yes/no,Is there no traffic light visible to the ego vehicle?,no,llava_ov,No.,no,True,0.61
negation_bias,b1e1a7b8-65ec7612.jpg,NB_TL_03,yes/no,Does this road lack any traffic signal control?,no,llava_ov,No,no,True,0.57
negation_bias,b1e1a7b8-65ec7612.jpg,NB_TL_04,yes/no,Is this junction free of any overhead signals?,no,llava_ov,No,no,True,0.57
