category,image_id,q_id,q_type,question,ground_truth,weather,model,mode,use_for,variation_type,source_q_id,full_response,extracted_ans,correct,response_time
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_06_v2,hazard,Could light reflections off the wet road surface cause visual impairment for the driver?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_H_06,"Yes, light reflections off the wet road surface can cause visual impairment for the driver.",yes,0,0.97
adverse_weather,beeed9e7-d279d8ee.jpg,AW_H_06_v3,hazard,Is there no risk of glare from headlights or reflections in this scene?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_H_06,"Yes, the absence of any visible light sources or reflective surfaces suggests that there would be minimal to no glare or reflections in this scene.",yes,1,1.46
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_01_v2,adversarial,Can the type of road be identified from this image despite the weather conditions?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_01,"No, the type of road cannot be identified from this image as it is completely black and there is no visible information about the road.",no,0,1.46
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_01_v3,adversarial,Are weather conditions severe enough to make road type identification impossible?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_01,"No, the question cannot be answered without seeing an image as it requires visual information about the weather conditions and road type.",no,1,1.31
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_02_v2,adversarial,Are there any traffic signs or road markings that convey useful information here?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for traffic signs or road markings.",no,0,1.21
adverse_weather,beeed9e7-d279d8ee.jpg,AW_ADV_02_v3,adversarial,Are road signs and markings too obscured to provide speed or direction guidance?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_02,"Yes, the question can be answered without seeing an image by relying on prior knowledge of road conditions and visibility factors.",yes,0,1.26
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_02_v2,action,Do the road conditions shown here warrant driving below the posted speed limit?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_02,"No, the question cannot be answered without seeing an image as it requires visual information about the road conditions to determine if they warrant driving below the posted speed limit.",no,1,1.7
adverse_weather,beeed9e7-d279d8ee.jpg,AW_A_02_v3,action,Are conditions safe enough to drive at the normal speed limit here?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_02,"No, the question cannot be answered without seeing an image as it requires visual information about the driving conditions.",no,0,1.16
adverse_weather,b4201bd2-75c1998d.jpg,AW_A_03,action,Should the driver use windscreen wipers right now?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_A_03,"Yes, the question can be answered without seeing an image by considering the weather conditions and visibility.",yes,1,1.07
adverse_weather,b4201bd2-75c1998d.jpg,AW_H_06,hazard,Is there a risk of glare from headlights or wet road reflections in this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_H_06,"No, the presence of glare from headlights or wet road reflections cannot be determined without seeing an image.",no,1,1.14
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_01,adversarial,"Despite the weather, can you still identify what type of road this is?",yes,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_01,"No, the answer cannot be determined without seeing an image as the type of road and its condition depend on visual information.",no,0,1.3
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_02,adversarial,Are any road signs or markings visible that convey speed or direction information?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for road signs or markings.",no,1,1.16
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_03,adversarial,Would a driver need to use headlights to safely navigate this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information about the lighting conditions and visibility of the scene.",no,1,1.41
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_03_v2,adversarial,Is it dark or visibility-reduced enough that headlights are necessary here?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information to determine if it is dark or visibility-reduced enough for headlights to be necessary.",no,1,1.74
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_03_v3,adversarial,Could a driver safely navigate this scene without turning on their headlights?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_03,"Yes, the question can be answered without seeing an image because it is based on general knowledge of driving conditions and safety practices.",yes,1,1.35
adverse_weather,b4201bd2-75c1998d.jpg,AW_A_03_v2,action,Are windscreen wipers needed given the weather shown in this image?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_03,"No, this question cannot be answered without seeing an image as it requires visual information about the weather conditions to determine if windscreen wipers are needed.",no,0,1.6
adverse_weather,b4201bd2-75c1998d.jpg,AW_A_03_v3,action,Is the weather dry enough that wipers would not be needed?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_03,"Yes, the question can be answered without seeing an image by observing the current weather conditions and determining if it is dry enough to not require the use of wipers.",yes,0,1.75
adverse_weather,b4201bd2-75c1998d.jpg,AW_H_06_v2,hazard,Could light reflections off the wet road surface cause visual impairment for the driver?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_H_06,"Yes, light reflections off the wet road surface can cause visual impairment for the driver.",yes,0,0.97
adverse_weather,b4201bd2-75c1998d.jpg,AW_H_06_v3,hazard,Is there no risk of glare from headlights or reflections in this scene?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_H_06,"Yes, the absence of any visible light sources or reflective surfaces suggests that there would be minimal to no glare or reflections in this scene.",yes,1,1.45
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_01_v2,adversarial,Can the type of road be identified from this image despite the weather conditions?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_01,"No, the type of road cannot be identified from this image as it is completely black and there is no visible information about the road.",no,0,1.46
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_01_v3,adversarial,Are weather conditions severe enough to make road type identification impossible?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_01,"No, the question cannot be answered without seeing an image as it requires visual information about the weather conditions and road type.",no,1,1.31
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_02_v2,adversarial,Are there any traffic signs or road markings that convey useful information here?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for traffic signs or road markings.",no,1,1.21
adverse_weather,b4201bd2-75c1998d.jpg,AW_ADV_02_v3,adversarial,Are road signs and markings too obscured to provide speed or direction guidance?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_02,"Yes, the question can be answered without seeing an image by relying on prior knowledge of road conditions and visibility factors.",yes,1,1.27
adverse_weather,b9b53753-91a5d5f8.jpg,AW_P_02,perception,Is it possible to read the colour of the traffic lights in this scene?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_P_02,"No, it is not possible to read the color of the traffic lights in this scene without seeing an image.",no,0,1.22
adverse_weather,b9b53753-91a5d5f8.jpg,AW_A_03,action,Should the driver use windscreen wipers right now?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_A_03,"Yes, the question can be answered without seeing an image by considering the weather conditions and visibility.",yes,1,1.07
adverse_weather,b9b53753-91a5d5f8.jpg,AW_H_06,hazard,Is there a risk of glare from headlights or wet road reflections in this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_H_06,"No, the presence of glare from headlights or wet road reflections cannot be determined without seeing an image.",no,1,1.14
adverse_weather,b9b53753-91a5d5f8.jpg,AW_ADV_03,adversarial,Would a driver need to use headlights to safely navigate this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information about the lighting conditions and visibility of the scene.",no,1,1.41
adverse_weather,b9b53753-91a5d5f8.jpg,AW_ADV_03_v2,adversarial,Is it dark or visibility-reduced enough that headlights are necessary here?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information to determine if it is dark or visibility-reduced enough for headlights to be necessary.",no,1,1.75
adverse_weather,b9b53753-91a5d5f8.jpg,AW_ADV_03_v3,adversarial,Could a driver safely navigate this scene without turning on their headlights?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_03,"Yes, the question can be answered without seeing an image because it is based on general knowledge of driving conditions and safety practices.",yes,1,1.36
adverse_weather,b9b53753-91a5d5f8.jpg,AW_A_03_v2,action,Are windscreen wipers needed given the weather shown in this image?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_03,"No, this question cannot be answered without seeing an image as it requires visual information about the weather conditions to determine if windscreen wipers are needed.",no,0,1.61
adverse_weather,b9b53753-91a5d5f8.jpg,AW_A_03_v3,action,Is the weather dry enough that wipers would not be needed?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_03,"Yes, the question can be answered without seeing an image by observing the current weather conditions and determining if it is dry enough to not require the use of wipers.",yes,0,1.83
adverse_weather,b9b53753-91a5d5f8.jpg,AW_H_06_v2,hazard,Could light reflections off the wet road surface cause visual impairment for the driver?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_H_06,"Yes, light reflections off the wet road surface can cause visual impairment for the driver.",yes,0,0.96
adverse_weather,b9b53753-91a5d5f8.jpg,AW_H_06_v3,hazard,Is there no risk of glare from headlights or reflections in this scene?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_H_06,"Yes, the absence of any visible light sources or reflective surfaces suggests that there would be minimal to no glare or reflections in this scene.",yes,1,1.44
adverse_weather,b9b53753-91a5d5f8.jpg,AW_P_02_v2,perception,Are the traffic light colours in this scene legible to the driver?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_P_02,"No, the question cannot be answered without seeing an image because it requires visual information about the traffic light and its visibility to the driver.",no,0,1.44
adverse_weather,b9b53753-91a5d5f8.jpg,AW_P_02_v3,perception,Are traffic light colours too difficult to distinguish in these conditions?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_P_02,"No, the question cannot be answered without seeing an image as it requires visual information about the traffic lights and their surroundings.",no,1,1.3
adverse_weather,b79d7247-6750fc90.jpg,AW_A_02,action,Should the driver slow down below the speed limit given current conditions?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_A_02,"Yes, the question can be answered without seeing an image by considering factors such as weather, road conditions, and traffic.",yes,0,1.3
adverse_weather,b79d7247-6750fc90.jpg,AW_A_03,action,Should the driver use windscreen wipers right now?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_A_03,"Yes, the question can be answered without seeing an image by considering the weather conditions and visibility.",yes,1,1.06
adverse_weather,b79d7247-6750fc90.jpg,AW_H_06,hazard,Is there a risk of glare from headlights or wet road reflections in this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_H_06,"No, the presence of glare from headlights or wet road reflections cannot be determined without seeing an image.",no,1,1.13
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_01,adversarial,"Despite the weather, can you still identify what type of road this is?",yes,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_01,"No, the answer cannot be determined without seeing an image as the type of road and its condition depend on visual information.",no,0,1.29
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_02,adversarial,Are any road signs or markings visible that convey speed or direction information?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for road signs or markings.",no,0,1.15
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_03,adversarial,Would a driver need to use headlights to safely navigate this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information about the lighting conditions and visibility of the scene.",no,1,1.4
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_03_v2,adversarial,Is it dark or visibility-reduced enough that headlights are necessary here?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information to determine if it is dark or visibility-reduced enough for headlights to be necessary.",no,1,1.74
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_03_v3,adversarial,Could a driver safely navigate this scene without turning on their headlights?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_03,"Yes, the question can be answered without seeing an image because it is based on general knowledge of driving conditions and safety practices.",yes,1,1.34
adverse_weather,b79d7247-6750fc90.jpg,AW_A_03_v2,action,Are windscreen wipers needed given the weather shown in this image?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_03,"No, this question cannot be answered without seeing an image as it requires visual information about the weather conditions to determine if windscreen wipers are needed.",no,0,1.58
adverse_weather,b79d7247-6750fc90.jpg,AW_A_03_v3,action,Is the weather dry enough that wipers would not be needed?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_03,"Yes, the question can be answered without seeing an image by observing the current weather conditions and determining if it is dry enough to not require the use of wipers.",yes,0,1.72
adverse_weather,b79d7247-6750fc90.jpg,AW_H_06_v2,hazard,Could light reflections off the wet road surface cause visual impairment for the driver?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_H_06,"Yes, light reflections off the wet road surface can cause visual impairment for the driver.",yes,0,0.96
adverse_weather,b79d7247-6750fc90.jpg,AW_H_06_v3,hazard,Is there no risk of glare from headlights or reflections in this scene?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_H_06,"Yes, the absence of any visible light sources or reflective surfaces suggests that there would be minimal to no glare or reflections in this scene.",yes,1,1.44
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_01_v2,adversarial,Can the type of road be identified from this image despite the weather conditions?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_01,"No, the type of road cannot be identified from this image as it is completely black and there is no visible information about the road.",no,0,1.44
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_01_v3,adversarial,Are weather conditions severe enough to make road type identification impossible?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_01,"No, the question cannot be answered without seeing an image as it requires visual information about the weather conditions and road type.",no,1,1.3
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_02_v2,adversarial,Are there any traffic signs or road markings that convey useful information here?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for traffic signs or road markings.",no,0,1.2
adverse_weather,b79d7247-6750fc90.jpg,AW_ADV_02_v3,adversarial,Are road signs and markings too obscured to provide speed or direction guidance?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_02,"Yes, the question can be answered without seeing an image by relying on prior knowledge of road conditions and visibility factors.",yes,0,1.24
adverse_weather,b79d7247-6750fc90.jpg,AW_A_02_v2,action,Do the road conditions shown here warrant driving below the posted speed limit?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_02,"No, the question cannot be answered without seeing an image as it requires visual information about the road conditions to determine if they warrant driving below the posted speed limit.",no,1,1.68
adverse_weather,b79d7247-6750fc90.jpg,AW_A_02_v3,action,Are conditions safe enough to drive at the normal speed limit here?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_02,"No, the question cannot be answered without seeing an image as it requires visual information about the driving conditions.",no,0,1.15
adverse_weather,c30f959a-bd87aa16.jpg,AW_P_02,perception,Is it possible to read the colour of the traffic lights in this scene?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_P_02,"No, it is not possible to read the color of the traffic lights in this scene without seeing an image.",no,0,1.21
adverse_weather,c30f959a-bd87aa16.jpg,AW_A_03,action,Should the driver use windscreen wipers right now?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_A_03,"Yes, the question can be answered without seeing an image by considering the weather conditions and visibility.",yes,1,1.07
adverse_weather,c30f959a-bd87aa16.jpg,AW_H_06,hazard,Is there a risk of glare from headlights or wet road reflections in this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_H_06,"No, the presence of glare from headlights or wet road reflections cannot be determined without seeing an image.",no,1,1.27
adverse_weather,c30f959a-bd87aa16.jpg,AW_ADV_02,adversarial,Are any road signs or markings visible that convey speed or direction information?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for road signs or markings.",no,0,1.16
adverse_weather,c30f959a-bd87aa16.jpg,AW_ADV_03,adversarial,Would a driver need to use headlights to safely navigate this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information about the lighting conditions and visibility of the scene.",no,1,1.4
adverse_weather,c30f959a-bd87aa16.jpg,AW_ADV_03_v2,adversarial,Is it dark or visibility-reduced enough that headlights are necessary here?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information to determine if it is dark or visibility-reduced enough for headlights to be necessary.",no,1,1.73
adverse_weather,c30f959a-bd87aa16.jpg,AW_ADV_03_v3,adversarial,Could a driver safely navigate this scene without turning on their headlights?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_03,"Yes, the question can be answered without seeing an image because it is based on general knowledge of driving conditions and safety practices.",yes,1,1.35
adverse_weather,c30f959a-bd87aa16.jpg,AW_A_03_v2,action,Are windscreen wipers needed given the weather shown in this image?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_03,"No, this question cannot be answered without seeing an image as it requires visual information about the weather conditions to determine if windscreen wipers are needed.",no,0,1.58
adverse_weather,c30f959a-bd87aa16.jpg,AW_A_03_v3,action,Is the weather dry enough that wipers would not be needed?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_03,"Yes, the question can be answered without seeing an image by observing the current weather conditions and determining if it is dry enough to not require the use of wipers.",yes,0,1.73
adverse_weather,c30f959a-bd87aa16.jpg,AW_H_06_v2,hazard,Could light reflections off the wet road surface cause visual impairment for the driver?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_H_06,"Yes, light reflections off the wet road surface can cause visual impairment for the driver.",yes,0,0.96
adverse_weather,c30f959a-bd87aa16.jpg,AW_H_06_v3,hazard,Is there no risk of glare from headlights or reflections in this scene?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_H_06,"Yes, the absence of any visible light sources or reflective surfaces suggests that there would be minimal to no glare or reflections in this scene.",yes,1,1.44
adverse_weather,c30f959a-bd87aa16.jpg,AW_ADV_02_v2,adversarial,Are there any traffic signs or road markings that convey useful information here?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for traffic signs or road markings.",no,0,1.2
adverse_weather,c30f959a-bd87aa16.jpg,AW_ADV_02_v3,adversarial,Are road signs and markings too obscured to provide speed or direction guidance?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_02,"Yes, the question can be answered without seeing an image by relying on prior knowledge of road conditions and visibility factors.",yes,0,1.25
adverse_weather,c30f959a-bd87aa16.jpg,AW_P_02_v2,perception,Are the traffic light colours in this scene legible to the driver?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_P_02,"No, the question cannot be answered without seeing an image because it requires visual information about the traffic light and its visibility to the driver.",no,0,1.45
adverse_weather,c30f959a-bd87aa16.jpg,AW_P_02_v3,perception,Are traffic light colours too difficult to distinguish in these conditions?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_P_02,"No, the question cannot be answered without seeing an image as it requires visual information about the traffic lights and their surroundings.",no,1,1.3
adverse_weather,c3a5542d-132f75f3.jpg,AW_A_02,action,Should the driver slow down below the speed limit given current conditions?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_A_02,"Yes, the question can be answered without seeing an image by considering factors such as weather, road conditions, and traffic.",yes,0,1.31
adverse_weather,c3a5542d-132f75f3.jpg,AW_A_03,action,Should the driver use windscreen wipers right now?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_A_03,"Yes, the question can be answered without seeing an image by considering the weather conditions and visibility.",yes,1,1.06
adverse_weather,c3a5542d-132f75f3.jpg,AW_H_06,hazard,Is there a risk of glare from headlights or wet road reflections in this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_H_06,"No, the presence of glare from headlights or wet road reflections cannot be determined without seeing an image.",no,1,1.13
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_01,adversarial,"Despite the weather, can you still identify what type of road this is?",yes,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_01,"No, the answer cannot be determined without seeing an image as the type of road and its condition depend on visual information.",no,0,1.31
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_02,adversarial,Are any road signs or markings visible that convey speed or direction information?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for road signs or markings.",no,1,1.17
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_03,adversarial,Would a driver need to use headlights to safely navigate this scene?,no,rainy,llava_ov,C,phase2_mode_a,original,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information about the lighting conditions and visibility of the scene.",no,1,1.4
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_03_v2,adversarial,Is it dark or visibility-reduced enough that headlights are necessary here?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_03,"No, the question cannot be answered without seeing an image as it requires visual information to determine if it is dark or visibility-reduced enough for headlights to be necessary.",no,1,1.73
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_03_v3,adversarial,Could a driver safely navigate this scene without turning on their headlights?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_03,"Yes, the question can be answered without seeing an image because it is based on general knowledge of driving conditions and safety practices.",yes,1,1.35
adverse_weather,c3a5542d-132f75f3.jpg,AW_A_03_v2,action,Are windscreen wipers needed given the weather shown in this image?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_03,"No, this question cannot be answered without seeing an image as it requires visual information about the weather conditions to determine if windscreen wipers are needed.",no,0,1.59
adverse_weather,c3a5542d-132f75f3.jpg,AW_A_03_v3,action,Is the weather dry enough that wipers would not be needed?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_03,"Yes, the question can be answered without seeing an image by observing the current weather conditions and determining if it is dry enough to not require the use of wipers.",yes,0,1.73
adverse_weather,c3a5542d-132f75f3.jpg,AW_H_06_v2,hazard,Could light reflections off the wet road surface cause visual impairment for the driver?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_H_06,"Yes, light reflections off the wet road surface can cause visual impairment for the driver.",yes,0,0.96
adverse_weather,c3a5542d-132f75f3.jpg,AW_H_06_v3,hazard,Is there no risk of glare from headlights or reflections in this scene?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_H_06,"Yes, the absence of any visible light sources or reflective surfaces suggests that there would be minimal to no glare or reflections in this scene.",yes,1,1.45
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_01_v2,adversarial,Can the type of road be identified from this image despite the weather conditions?,yes,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_01,"No, the type of road cannot be identified from this image as it is completely black and there is no visible information about the road.",no,0,1.45
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_01_v3,adversarial,Are weather conditions severe enough to make road type identification impossible?,no,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_01,"No, the question cannot be answered without seeing an image as it requires visual information about the weather conditions and road type.",no,1,1.3
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_02_v2,adversarial,Are there any traffic signs or road markings that convey useful information here?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_ADV_02,"No, the absence of an image means there is no visual data to analyze for traffic signs or road markings.",no,1,1.2
adverse_weather,c3a5542d-132f75f3.jpg,AW_ADV_02_v3,adversarial,Are road signs and markings too obscured to provide speed or direction guidance?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_ADV_02,"Yes, the question can be answered without seeing an image by relying on prior knowledge of road conditions and visibility factors.",yes,1,1.26
adverse_weather,c3a5542d-132f75f3.jpg,AW_A_02_v2,action,Do the road conditions shown here warrant driving below the posted speed limit?,no,rainy,llava_ov,C,phase2_linguistic,paraphrase,AW_A_02,"No, the question cannot be answered without seeing an image as it requires visual information about the road conditions to determine if they warrant driving below the posted speed limit.",no,1,1.68
adverse_weather,c3a5542d-132f75f3.jpg,AW_A_02_v3,action,Are conditions safe enough to drive at the normal speed limit here?,yes,rainy,llava_ov,C,phase2_linguistic,negated,AW_A_02,"No, the question cannot be answered without seeing an image as it requires visual information about the driving conditions.",no,0,1.16
adverse_weather,c38e77f6-edc3c34b.jpg,AW_P_02,perception,Is it possible to read the colour of the traffic lights in this scene?,yes,rainy,llava_ov,C,phase2_mode_a,original,AW_P_02,"No, it is not possible to read the color of the traffic lights in this scene without seeing an image.",no,0,1.21
